"Envio","EstadoBR","Capital","Favela","Bairro","FaixaEtária","Raça","Gênero","Trans","Escolaridade","Abordado","Quantidade","Qtd_+10","Última","Ocorridos","PolicialMesmoGênero","Revistas","Tratamento","Ocorridos2","Sentimentos","Transporte","Racismo","Armas","Motivo","Identificação","Tempo","Tipos","Local","Imagem","Menor18","Casa","Delegacia","NaDelegacia","Conhecidos","Conte"
"2021-05-18 22:41:00","Goiás","Reg.Metropolitana","Sim","","18 - 24 anos","Preta","Masculino","Não","Médio completo","Sim","4 - 6","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no meu celular Houve revista na minha bolsa/mochila Jogaram meus pertences no chão Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Nenhuma das alternativas anteriores Tomei chutes nós tornozelos, apertaram meus dedos e apertaram meu saco","Péssimo","Houve violência física Houve violência psicológica Houve agressão verbal, xingamentos Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","de carro","Sempre mencionaram sua raça ou cor","Sempre","Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam me abordando como parte da rotina do trabalho Não me informaram o motivo","Uma vez","De 5 a 15 minutos","Policia Militar Grupo Especial (ex: BOPE, GOE, ROTA, ROCAM)","Diversos","Nunca","Sim","Não","Não","","",""
"2021-05-18 22:03:10","Rio de Janeiro","Reg.Metropolitana","Sim","","18 - 24 anos","Preta","Feminino","Não","Médio completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim","a polícia numa dura quase levou o notebook do meu namorado só porque eles queriam"
"2021-05-18 21:35:07","Rio de Janeiro","Capital","Sim","","35 ou mais","Preta","Masculino","Não","Superior incompleto","Sim","4 - 6","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico Disseram que um dos meus pertences era roubado e não meu","Mesmo gênero","Nenhuma das alternativas anteriores","Péssimo","Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","Transporte público","Poucas vezes mencionaram sua raça ou cor","Algumas vezes","Me disseram que minha ATITUDE era suspeita Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam me abordando como parte da rotina do trabalho Não me informaram o motivo","Sempre","De 15 a 30 minutos","Policia Militar Exército","Diversos","Apenas docs","Não","Sim","Não","","",""
"2021-05-18 19:30:39","Distrito Federal","Reg.Metropolitana","Sim","","30 - 34 anos","Parda","Masculino","Não","Médio completo","Sim","4 - 6","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Péssimo","Houve violência física Houve violência psicológica Houve agressão verbal, xingamentos Houve assédio moral","Humilhado Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado","a pé","Nunca mencionaram sua raça ou cor","Sempre","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita Me informaram que estavam fazendo uma operação especial e precisavam me abordar Me informaram que estavam me abordando como parte da rotina do trabalho","Sempre","De 5 a 15 minutos","Policia Militar","Mesmos lugares","Nunca","Não","Sim","Não","","",""
"2021-05-18 19:26:01","Rio de Janeiro","Capital","Sim","","35 ou mais","Branca","Masculino","Não","Médio completo","Sim","acima de 10","20","6 meses - 1 ano","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no meu celular Houve revista na minha bolsa/mochila Jogaram meus pertences no chão Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Péssimo","Houve violência física Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim Houve ameaça de morte Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Poucas vezes mencionaram sua raça ou cor","Sempre","Me disseram que minha ATITUDE era suspeita Me disseram que estranharam alguém como eu ali naquele local que eu estava Não me informaram o motivo","Sempre","De 5 a 15 minutos","Policia Militar Policia Civil Grupo Especial (ex: BOPE, GOE, ROTA, ROCAM)","Mesmos lugares","Eu já fui levado para delegacia e tiraram minha foto","Sim","Sim","Sim","Eu fui levado, prestei esclarecimentos e fui liberado","",""
"2021-05-18 19:05:09","Sergipe","Reg.Metropolitana","Não","Bairro Renda Baixa","18 - 24 anos","Parda","Masculino","Não","Superior incompleto","Sim","Uma vez","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você)","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Nem bom nem ruim","Nenhuma das opções anteriores","Exposto Inseguro","Transporte público","Nunca mencionaram sua raça ou cor","Nunca","Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz)","Nunca","Até 5 minutos","Policia Militar","Sem padrão","Nunca","Não","Não","Não","","",""
"2021-05-18 18:58:27","Rio de Janeiro","Capital","Não","Bairro Renda Média","25 - 29 anos","Preta","Feminino","Não","Superior completo","Sim","4 - 6","","3 - 6 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo)","Gênero diferente","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Péssimo","Houve violência física Houve violência psicológica Houve agressão verbal, xingamentos Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","de carro","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Me disseram que minha ATITUDE era suspeita Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam me abordando como parte da rotina do trabalho","Algumas vezes","Até 5 minutos","Policia Militar","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-18 18:38:15","São Paulo","Reg.Metropolitana","Não","Bairro Renda Baixa","35 ou mais","Preta","Masculino","Não","Médio completo","Sim","2 - 4","","> 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos","Mesmo gênero","Nenhuma das alternativas anteriores","Ruim","Nenhuma das opções anteriores","Exposto Inseguro Com medo","a pé","Sempre mencionaram sua raça ou cor","Mão na arma no coldre","Me informaram que estavam fazendo uma operação especial e precisavam me abordar Não me informaram o motivo","Algumas vezes","De 15 a 30 minutos","Policia Militar","Sem padrão","Nunca","Sim","Sim","Não","","",""
"2021-05-18 18:33:33","Rio de Janeiro","Capital","Sim","","30 - 34 anos","Preta","Masculino","Não","Médio completo","Sim","7 - 9","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Ruim","Houve violência psicológica Houve agressão verbal, xingamentos","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","de carro","Poucas vezes mencionaram sua raça ou cor","Nunca","Me disseram que minha ATITUDE era suspeita Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz) Não me informaram o motivo","Nunca","De 5 a 15 minutos","Policia Militar","Diversos","Nunca","Sim","Não","Sim","Eu fui levado, prestei esclarecimentos e fui liberado","",""
"2021-05-18 17:59:28","São Paulo","Reg.Metropolitana","Não","Bairro Renda Média","18 - 24 anos","Branca","Masculino","Não","Superior incompleto","Sim","Uma vez","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Péssimo","Houve ameaças contra mim Houve assédio moral","Inseguro Desrespeitado","a pé","Nunca mencionaram sua raça ou cor","Algumas vezes","Não me informaram o motivo","Nunca","De 5 a 15 minutos","Policia Militar","Mesmos lugares","Nunca","Não","Não","Não","","",""
"2021-05-18 17:52:10","Rio de Janeiro","Capital","Sim","","30 - 34 anos","Preta","Masculino","Não","Fundamental completo","Sim","7 - 9","","< 3 meses","Houve revista no meu celular Jogaram meus pertences no chão Disseram que um dos meus pertences era roubado e não meu","","","Péssimo","Houve violência física Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim Houve ameaça de morte Houve assédio moral","Humilhado","bicicleta","Sempre mencionaram sua raça ou cor","Sempre","Me disseram que EU PARECIA SER um suspeito que estavam procurando","Sempre","De 45 minutos a 1 hora","Policia Militar","Diversos","Eu já fui levado para delegacia e tiraram minha foto","Sim","Sim","Sim","Fui levado e respondi processo","",""
"2021-05-18 17:13:45","Rio de Janeiro","Reg.Metropolitana","Sim","","18 - 24 anos","Preta","Masculino","Não","Médio completo","Sim","7 - 9","","3 - 6 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no meu celular Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Péssimo","Houve violência física Houve violência psicológica Houve agressão verbal, xingamentos Houve assédio sexual Houve assédio moral","Humilhado Com raiva ou ódio Exposto Revoltado Inseguro Com medo Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Mencionaram na maioria das vezes, mas não sempre","Algumas vezes","Não me informaram o motivo","Sempre","Mais que 1 hora","Policia Militar","Sem padrão","Foto ou vídeo","Sim","Não","Não","","",""
"2021-05-18 16:03:05","Rio de Janeiro","Capital","Não","Bairro Renda Baixa","Menos de 18 anos","Preta","Feminino","Não","Médio completo","Sim","4 - 6","","6 meses - 1 ano","Houve revista pessoal (contato físico entre o policial e você) Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo)","Gênero diferente","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Péssimo","Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim Houve assédio sexual Houve assédio moral","Humilhado Exposto Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Às vezes mencionaram, às vezes não","Mão na arma no coldre","Me disseram que minha ATITUDE era suspeita Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam fazendo uma operação especial e precisavam me abordar Me informaram que estavam me abordando como parte da rotina do trabalho","Algumas vezes","De 5 a 15 minutos","Policia Militar","Sem padrão","Apenas docs","Sim","Não","Não","","",""
"2021-05-18 16:00:27","Rio de Janeiro","Interior ñ Rural","Não","Bairro Renda Baixa","18 - 24 anos","Preta","Masculino","Não","Superior incompleto","Sim","acima de 10","","< 3 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no meu celular Houve revista na minha bolsa/mochila Jogaram meus pertences no chão Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico Disseram que um dos meus pertences era roubado e não meu","Mesmo gênero","Nenhuma das alternativas anteriores","Nem bom nem ruim","Houve violência física Houve violência psicológica Houve agressão verbal, xingamentos Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Mencionaram na maioria das vezes, mas não sempre","Algumas vezes","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita Me disseram que tinham recebido uma denúncia e precisavam me abordar Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz) Não me informaram o motivo","Algumas vezes","De 15 a 30 minutos","Policia Militar Policia Civil Policia Federal","Sem padrão","Foto ou vídeo","Sim","Sim","Não","","",""
"2021-05-18 15:48:02","Rio de Janeiro","Capital","Não","Bairro Renda Média","30 - 34 anos","Preta","Masculino","Não","Pós-graduação","Sim","7 - 9","","< 3 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Jogaram meus pertences no chão Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Péssimo","Houve violência psicológica Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","de carro","Às vezes mencionaram, às vezes não","Sempre","Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz) Não me informaram o motivo","Nunca","De 15 a 30 minutos","Policia Militar","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-18 15:36:50","Rio de Janeiro","Capital","Não","Bairro Renda Média","30 - 34 anos","Preta","Feminino","Não","Pós-graduação","Sim","2 - 4","","1 a 5 anos","Houve consulta aos meus documentos Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo)","","","Nem bom nem ruim","Nenhuma das opções anteriores","Frustrado ou impotente Inseguro Aliviado por não ter acontecido algo pior","de carro","Nunca mencionaram sua raça ou cor","Nunca","Estavam abordando várias pessoas no local (ex: blitz)","Algumas vezes","De 5 a 15 minutos","Policia Militar","Sem padrão","Nunca","Não","Não","Não","","",""
"2021-05-18 14:52:53","Espírito Santos","Capital","Não","Bairro Renda Média","25 - 29 anos","Preta","Masculino","Não","Superior incompleto","Sim","4 - 6","","1 a 5 anos","Houve consulta aos meus documentos","","","Péssimo","Houve violência psicológica Houve agressão verbal, xingamentos Houve assédio sexual Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado","a pé","Poucas vezes mencionaram sua raça ou cor","Sempre","Me disseram que minha ATITUDE era suspeita Me disseram que estranharam alguém como eu ali naquele local que eu estava","Algumas vezes","De 15 a 30 minutos","Policia Militar Exército","Diversos","Apenas docs","Sim","Não","Sim","Eu fui levado, prestei esclarecimentos e fui liberado","",""
"2021-05-18 14:52:43","Rio de Janeiro","Capital","Sim","","18 - 24 anos","Preta","Feminino","Não","Médio completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim","um amigo meu estava no metrô com roupa de escola. o policial pediu o celular dele, alegando que podia ser roubado. pediu identidade e disse que ele tinha o perfil de um homem que estava sendo procurado."
"2021-05-18 14:49:46","Bahia","Capital","Sim","","18 - 24 anos","Preta","Masculino","Não","Médio completo","Sim","2 - 4","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você)","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Péssimo","Houve assédio moral","Com raiva ou ódio Inseguro Com medo Desrespeitado","a pé","Mencionaram na maioria das vezes, mas não sempre","Nunca","Me informaram que estavam me abordando como parte da rotina do trabalho","Nunca","Até 5 minutos","Policia Militar","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-18 14:41:18","Bahia","Capital","Não","Bairro Renda Baixa","18 - 24 anos","Preta","Masculino","Não","Superior incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-18 14:37:06","Rio de Janeiro","Capital","Sim","","25 - 29 anos","Preta","Masculino","Não","Superior completo","Sim","2 - 4","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Nem bom nem ruim","Nenhuma das opções anteriores","Frustrado ou impotente Revoltado Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Me informaram que estavam fazendo uma operação especial e precisavam me abordar Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz)","Algumas vezes","De 5 a 15 minutos","Policia Militar","Diversos","Nunca","Sim","Não","Não","","",""
"2021-05-18 08:34:07","Bahia","Reg.Metropolitana","Sim","","30 - 34 anos","Preta","Masculino","Não","Médio completo","Sim","acima de 10","15","6 meses - 1 ano","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Nenhuma das alternativas anteriores","Nem bom nem ruim","Nenhuma das opções anteriores","Com raiva ou ódio Frustrado ou impotente Revoltado Tendo minha privacidade invadida Com medo","de carro","Nunca mencionaram sua raça ou cor","Sempre","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita Me informaram que estavam me abordando como parte da rotina do trabalho","Algumas vezes","Até 5 minutos","Policia Militar Policia Civil","Sem padrão","Nunca","Sim","Não","Não","","",""
"2021-05-18 07:41:53","Rio Grande do Sul","Capital","Não","Bairro Renda Alta","30 - 34 anos","Branca","Feminino","Não","Superior completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-18 07:37:32","Rio Grande do Sul","Capital","Não","Bairro Renda Média","30 - 34 anos","Branca","Feminino","Não","Superior completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-18 06:54:34","Paraná","Interior ñ Rural","Não","Bairro Renda Baixa","18 - 24 anos","Preta","Feminino","Não","Superior incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-18 05:24:38","Bahia","Capital","Não","Bairro Renda Média","35 ou mais","Preta","Masculino","Não","Pós-graduação","Sim","4 - 6","","1 a 5 anos","Perguntou se eu tinha arma.","","","Ruim","Houve violência psicológica","Com raiva ou ódio Exposto Revoltado Desrespeitado","de carro","Às vezes mencionaram, às vezes não","Sempre","Me informaram que estavam fazendo uma operação especial e precisavam me abordar Não me informaram o motivo","Nunca","De 5 a 15 minutos","Policia Militar","Diversos","Foto ou vídeo","Não","Não","Sim","Nenhuma das anteriores","",""
"2021-05-18 05:11:17","Rio Grande do Sul","Reg.Metropolitana","Não","Bairro Renda Média","30 - 34 anos","Preta","Feminino","Não","Pós-graduação","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-18 04:41:11","São Paulo","Capital","Sim","","25 - 29 anos","Preta","Masculino","Não","Superior completo","Sim","7 - 9","","< 3 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no meu celular Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Nenhuma das alternativas anteriores","Péssimo","Houve violência física Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Às vezes mencionaram, às vezes não","Algumas vezes","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam me abordando como parte da rotina do trabalho","Algumas vezes","De 5 a 15 minutos","Policia Militar Guarda Civil Metropolitana/Guarda Municipal","Mesmos lugares","Apenas docs","Sim","Não","Não","","",""
"2021-05-18 04:23:59","São Paulo","Reg.Metropolitana","Não","Bairro Renda Baixa","30 - 34 anos","Parda","Masculino","Não","Superior completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-18 01:59:40","São Paulo","Litoral","Não","Bairro Renda Baixa","18 - 24 anos","Parda","Feminino","Não","Médio completo","Sim","2 - 4","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Jogaram meus pertences no chão Perguntaram para onde eu estava indo (ou vindo) Disseram que um dos meus pertences era roubado e não meu","Gênero diferente","Nenhuma das alternativas anteriores","Péssimo","Houve violência psicológica Houve agressão verbal, xingamentos Houve assédio sexual Houve assédio moral","Humilhado Com raiva ou ódio Frustrado ou impotente Inseguro Com medo","a pé","Mencionaram na maioria das vezes, mas não sempre","Mão na arma no coldre","Me disseram que minha ATITUDE era suspeita Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam me abordando como parte da rotina do trabalho Não me informaram o motivo Acharam que eu era do sexo masculino e tinha atitude de traficante","Sempre","De 5 a 15 minutos","Policia Militar Policia Civil Policia Rodoviário Federal Guarda Civil Metropolitana/Guarda Municipal Grupo Especial (ex: BOPE, GOE, ROTA, ROCAM)","Sem padrão","Nunca","Sim","Não","Não","","",""
"2021-05-18 00:26:16","São Paulo","Capital","Não","Bairro Renda Baixa","25 - 29 anos","Branca","Feminino","Não","Pós-graduação","Sim","2 - 4","","Não lembra","Houve consulta aos meus documentos Perguntaram para onde eu estava indo (ou vindo)","","","Bom","Nenhuma das opções anteriores","Nenhuma das alternativas anteriores","de carro","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que estranharam alguém como eu ali naquele local que eu estava Estavam abordando várias pessoas no local (ex: blitz)","Nunca","Até 5 minutos","Policia Militar Policia Civil Policia Federal","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-17 23:49:35","São Paulo","Interior ñ Rural","Não","Bairro Renda Baixa","18 - 24 anos","Preta","Masculino","Não","Médio completo","Não","","","","","","","","","","","","","","","","","","","","","","","Não",""
"2021-05-17 23:21:35","Pernambuco","Reg.Metropolitana","Sim","","18 - 24 anos","Preta","Masculino","Não","Superior incompleto","Sim","acima de 10","20","Não lembra","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico Disseram que um dos meus pertences era roubado e não meu","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Ruim","Nenhuma das opções anteriores","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Às vezes mencionaram, às vezes não","Sempre","Me disseram que minha ATITUDE era suspeita Me informaram que estavam me abordando como parte da rotina do trabalho Não me informaram o motivo","Sempre","Até 5 minutos","Policia Militar","Mesmos lugares","Nunca","Sim","Não","Não","","",""
"2021-05-17 23:03:57","Rio Grande do Sul","Capital","Não","Bairro Renda Média","35 ou mais","Branca","Feminino","Não","Superior incompleto","Sim","2 - 4","","> 5 anos","Houve consulta aos meus documentos Houve revista no veículo (no carro, na moto, etc.)","","","Bom","Nenhuma das opções anteriores","Nenhuma das alternativas anteriores","de carro","Nunca mencionaram sua raça ou cor","Nunca","Estavam abordando várias pessoas no local (ex: blitz)","Nunca","De 5 a 15 minutos","Policia Militar Policia Rodoviário Federal","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-17 22:47:15","São Paulo","Interior ñ Rural","Não","Bairro Renda Média","30 - 34 anos","Preta","Masculino","Não","Superior incompleto","Sim","2 - 4","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Nenhuma das alternativas anteriores","Ruim","Houve violência psicológica","Humilhado Com raiva ou ódio Revoltado Inseguro Com medo Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Nunca","Me disseram que tinham recebido uma denúncia e precisavam me abordar Não me informaram o motivo","Nunca","De 5 a 15 minutos","Policia Civil","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-17 22:39:38","Bahia","Capital","Não","Bairro Renda Média","18 - 24 anos","Parda","Masculino","Não","Pós-graduação","Sim","2 - 4","","6 meses - 1 ano","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Nenhuma das alternativas anteriores","Ruim","Houve violência psicológica Houve ameaças contra mim","Exposto Frustrado ou impotente Tendo minha privacidade invadida Com medo Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Me disseram que minha ATITUDE era suspeita Me disseram que estranharam alguém como eu ali naquele local que eu estava","Nunca","De 5 a 15 minutos","Policia Militar","Sem padrão","Apenas docs","Não","Não","Não","","",""
"2021-05-17 22:09:11","Bahia","Litoral","Não","Bairro Renda Média","35 ou mais","Branca","Feminino","Não","Pós-graduação","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-17 22:03:38","Minas Gerais","Interior ñ Rural","Não","Bairro Renda Média","30 - 34 anos","Preta","Masculino","Não","Superior completo","Sim","2 - 4","","1 a 5 anos","Houve consulta aos meus documentos Perguntaram para onde eu estava indo (ou vindo)","","","Nem bom nem ruim","Nenhuma das opções anteriores","Com raiva ou ódio Exposto Frustrado ou impotente Inseguro Com medo Aliviado por não ter acontecido algo pior","de carro","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz)","Nunca","De 5 a 15 minutos","Policia Militar Policia Rodoviário Federal","Diversos","Nunca","Sim","Não","Não","","",""
"2021-05-17 21:19:21","São Paulo","Reg.Metropolitana","","","18 - 24 anos","Parda","Feminino","Não","Superior incompleto","Sim","2 - 4","","Não lembra","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no meu celular Houve revista na minha bolsa/mochila","Mesmo gênero","Nenhuma das alternativas anteriores","Péssimo","Houve violência psicológica Houve agressão verbal, xingamentos","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Às vezes mencionaram, às vezes não","Mão na arma no coldre","Me disseram que tinham recebido uma denúncia e precisavam me abordar Me disseram que estranharam alguém como eu ali naquele local que eu estava","Uma vez","De 5 a 15 minutos","Policia Militar","Diversos","Apenas docs","Sim","Sim","Não","","",""
"2021-05-17 21:19:05","Rio de Janeiro","Interior ñ Rural","Não","Bairro Renda Baixa","35 ou mais","Branca","Masculino","Não","Superior completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim","Meu amigo é abordado com frequência por está dirigindo um carro. Quase que diariamente. "
